id_loan,loan_identifier
F03Q10772267,2003SCRT08978
F03Q10772325,2002SCRT08642
F03Q10772383,1902SCRT11384
F03Q10772469,1902SCRT11385
F03Q10772619,2003SCRT08981
F03Q10773117,1902SCRT11391
F03Q10773254,1902SLST06395
F03Q10773348,1902SCRT11392
F03Q10773414,1902SLST06396
F03Q10774094,2102SCRT07099
F03Q10774699,2202SLST01119
F03Q10774783,1902SCRT11399
F03Q10774808,1904SCRT10744
F03Q10776122,2102SCRT08292
F03Q10776170,1904SCRT12147
F03Q10776193,1904SCRT12148
F03Q10776242,1903SLST07749
F03Q10776253,1703SCRT09081
F03Q10776348,2202SLST01285
F03Q10777233,2001SCRT10707
F03Q10777940,1901SLST03361
F03Q10778313,1902SCRT11388
F03Q10778360,2002SLST08818
F03Q10778750,2102SLST04346
F03Q10778790,1902SCRT11389
F03Q10779005,1902SCRT11395
F03Q10779093,1902SLST06397
F03Q10779536,2003SCRT08982
F03Q10779711,2003SCRT08983
F03Q10780068,2003SCRT08984
F03Q10780271,1902SLST06398
F03Q10780571,1902SLST06399
F03Q10780711,1902SCRT11396
F03Q10780873,2003SCRT08985
F03Q10780920,2002SLST08820
F03Q10781226,1902SCRT11397
F03Q10781232,2003SLST03409
F03Q10781237,1902SLST06400
F03Q10781239,1902SCRT11398
F03Q10781245,2003SCRT08986
F03Q10781330,2103SCRT02923
F03Q10782209,1904SCRT10747
F03Q10782447,1902SLST06402
F03Q10783474,2002SLST09960
F03Q10783630,1803SCRT11513
F03Q10783948,1904SCRT12174
F03Q10784817,1802SCRT08494
F03Q10785120,1704SCRT09252
F03Q10785414,1902SCRT11400
F03Q10786068,2002SCRT08650
F03Q10788471,2002SLST10030
F03Q10788831,2102SLST05067
F03Q10789374,1902SCRT12938
F03Q10790251,2003SCRT08987
F03Q10790252,2102SCRT07101
F03Q10790301,2003SLST03413
F03Q10790586,1902SLST06403
F03Q10791731,2001SCRT10718
F03Q10794027,2101SLST06524
F03Q10794534,2201SLST02721
F03Q10795379,1803SCRT11653
F03Q10795714,1901SLST01342
F03Q10795869,2101SLST01351
F03Q10796027,2301SLST00353
F03Q10796107,1802SCRT02112
F03Q10796451,2402SLST01320
F03Q10796540,1901SCRT10126
F03Q10797682,1904SCRT10753
F03Q10797776,2003SCRT08988
F03Q10797830,1901SCRT10127
F03Q10797930,2003SCRT08989
F03Q10798088,1903SLST07083
F03Q10798226,2301SLST01587
F03Q10799077,1903SCRT10979
F03Q10799264,2101SCRT08983
F03Q10799325,1901SCRT10136
F03Q10799335,1901SCRT10137
F03Q10799461,2003SLST03415
F03Q10799729,1804SCRT09642
F03Q10799980,2003SCRT11414
F03Q10800546,1904SCRT12229
F03Q10800573,1904SCRT12230
F03Q10801593,1901SCRT10128
F03Q10801781,1904SCRT10756
F03Q10803323,2201SCRT06483
F03Q10803329,1904SCRT12261
F03Q10804722,2101SCRT08984
F03Q10804908,2003SCRT08997
F03Q10805587,2202SLST01279
F03Q10806036,1704SCRT10202
F03Q10806658,1901SCRT10138
F03Q10807122,1803SCRT11515
F03Q10807270,2101SCRT10268
F03Q10807387,1802SLST07944
F03Q10807762,1802SCRT07881
F03Q10808402,2101SCRT10277
F03Q10808854,1901SCRT11927
F03Q10808982,1801SCRT10590
F03Q10809091,1903SCRT12015
F03Q10809458,1802SCRT07888
F03Q10809473,1802SCRT07889
F03Q10809709,1802SLST03116
F03Q10810353,1903SLST07817
F03Q10810982,1802SLST04381
F03Q10811184,2301SCRT02555
F03Q10812312,1802SCRT02113
F03Q10812348,1801SCRT02637
F03Q10812834,2003SLST03419
F03Q10813232,2003SLST03421
F03Q10814118,1801SCRT10628
F03Q10814220,1601SCRT03943
F03Q10814431,2401SCRT03266
F03Q10814906,1903SLST07947
F03Q10815141,2102SCRT08802
F03Q10815259,2301SLST02073
F03Q10815564,1802SCRT08496
F03Q10815654,1801SCRT11343
F03Q10816115,1903SLST01532
F03Q10816482,1902SCRT11402
F03Q10816825,2002SLST08827
F03Q10817574,2003SLST03422
F03Q10817755,2101SCRT08985
F03Q10817849,1902SCRT11406
F03Q10818064,2003SCRT11341
F03Q10818196,2001SLST06325
F03Q10818487,1903SCRT12049
F03Q10818837,1901SCRT11940
F03Q10819010,1802SCRT07906
F03Q10819143,1901SLST07532
F03Q10819187,1802SLST06491
F03Q10820147,1801SCRT10623
F03Q10820173,1903SCRT12052
F03Q10820768,1802SLST07137
F03Q10821107,1903SCRT12258
F03Q10821839,1902SCRT12944
F03Q10822923,1901SCRT12262
F03Q10824435,2402SCRT02591
F03Q10825070,2003SCRT09000
F03Q10825899,1704SCRT10042
F03Q10826871,1802SCRT07931
F03Q10827213,1601SCRT03998
F03Q10827335,2101SCRT10691
F03Q10827395,1903SLST08065
F03Q10827550,1802SLST07970
F03Q10827557,1901SCRT12107
F03Q10827559,2101SLST06443
F03Q10827945,2001SLST06557
F03Q10828231,1601SCRT03999
F03Q10828566,1903SLST08116
F03Q10829385,1802SLST04529
F03Q10829462,2401SCRT03417
F03Q10830373,1801SCRT10996
F03Q10830557,1903SCRT12485
F03Q10830861,1802SLST07707
F03Q10831943,1801SCRT10998
F03Q10833908,1904SCRT10765
F03Q10834013,1904SCRT10766
F03Q10834227,1804SCRT08842
F03Q10834238,1702SCRT10737
F03Q10834404,1904SCRT10768
F03Q10834638,2102SCRT07106
F03Q10836146,2101SCRT10306
F03Q10836290,2201SCRT06367
F03Q10836335,1802SCRT07909
F03Q10836338,2201SCRT06368
F03Q10836437,1801SCRT10625
F03Q10836456,1802SCRT07910
F03Q10836459,1802SCRT07911
F03Q10836630,1801SCRT10626
F03Q10836658,2101SLST06216
F03Q10836684,1801SCRT10627
F03Q10836796,1802SCRT07913
F03Q10837085,1901SLST07534
F03Q10837853,1802SCRT07916
F03Q10837982,2101SCRT10310
F03Q10838143,2001SCRT10310
F03Q10838305,1802SLST03117
F03Q10838456,1901SLST07536
F03Q10838554,2101SLST06217
F03Q10838714,2101SCRT10312
F03Q10839216,2501SCRT04413
F03Q10839309,2501SCRT04414
F03Q10839618,2101SCRT10692
F03Q10839679,1802SLST06581
F03Q10839900,1903SLST08066
F03Q10840230,1903SCRT12486
F03Q10840707,1903SCRT12503
F03Q10841281,1901SLST07720
F03Q10841435,1903SLST08132
F03Q10841671,1802SLST08645
F03Q10841856,1903SCRT12504
F03Q10841965,2101SCRT10781
F03Q10842256,1903SCRT12505
F03Q10842345,1802SCRT08202
F03Q10843133,1903SLST08134
F03Q10843229,1801SCRT11011
F03Q10843600,2401SCRT03422
F03Q10843653,2101SCRT10783
F03Q10843734,1802SLST08320
F03Q10843735,1903SCRT12507
F03Q10844131,2501SCRT04477
F03Q10844352,1802SCRT08497
F03Q10844683,1802SCRT08498
F03Q10844776,2402SCRT03663
F03Q10845170,1703SCRT09113
F03Q10845526,1902SCRT00792
F03Q10846030,1902SCRT11404
F03Q10846313,2102SCRT07104
F03Q10847252,2501SCRT03973
F03Q10847898,1802SLST00543
F03Q10848099,2301SLST01903
F03Q10848446,1801SCRT10618
F03Q10848583,1903SLST07824
F03Q10848722,1903SCRT12044
F03Q10849078,2201SLST02593
F03Q10849116,1801SCRT10619
F03Q10849255,1903SLST07825
F03Q10849392,1801SCRT10620
F03Q10849806,1802SCRT07903
F03Q10850064,2101SCRT10303
F03Q10850229,1802SCRT07904
F03Q10850294,1802SCRT07905
F03Q10850392,1802SLST05650
F03Q10850475,1802SCRT07918
F03Q10850907,1801SCRT10629
F03Q10851294,1802SLST07418
F03Q10851308,1903SLST07831
F03Q10851493,1802SCRT07919
F03Q10851625,2001SLST06328
F03Q10851908,2101SCRT10349
F03Q10851963,2401SCRT03276
F03Q10852595,1802SCRT07960
F03Q10852673,1903SCRT12108
F03Q10852681,1801SCRT10668
F03Q10852744,1802SCRT07961
F03Q10853428,2001SCRT10661
F03Q10853619,2001SCRT10662
F03Q10853649,1801SCRT10999
F03Q10853753,1801SCRT11000
F03Q10853925,2402SCRT03587
F03Q10854372,1802SLST02444
F03Q10854557,2001SLST06616
F03Q10854949,1903SCRT12489
F03Q10854950,2001SCRT10665
F03Q10854989,2001SLST06617
F03Q10855217,1903SCRT12490
F03Q10855230,1801SCRT11003
F03Q10855504,1601SCRT04004
F03Q10855613,2101SCRT10769
F03Q10855843,2001SLST06618
F03Q10855913,1901SLST07719
F03Q10856265,1903SCRT12502
F03Q10856357,1801SCRT11007
F03Q10856392,1903SLST08129
F03Q10856446,2401SCRT03420
F03Q10856641,1903SLST08133
F03Q10856755,2401SCRT03421
F03Q10856953,1802SLST08655
F03Q10857038,1903SCRT12506
F03Q10857287,2101SCRT10782
F03Q10857517,1801SCRT11008
F03Q10857554,1802SLST04425
F03Q10857562,1801SCRT11009
F03Q10857779,2501SCRT04467
F03Q10858628,1901SCRT12263
F03Q10858766,1903SCRT12894
F03Q10859307,1801SCRT11344
F03Q10859869,2201SLST02796
F03Q10859878,1802SCRT08501
F03Q10860005,2301SLST02075
F03Q10860136,2401SCRT03531
F03Q10861537,2101SLST06732
F03Q10861623,2101SCRT11197
F03Q10862208,1903SCRT12900
F03Q10862313,1903SLST08385
F03Q10862420,1903SCRT12901
F03Q10862491,1802SLST07160
F03Q10862667,2401SCRT03534
F03Q10862808,2001SLST06808
F03Q10863036,1802SCRT08506
F03Q10863055,1802SLST08049
F03Q10863090,2201SCRT06852
F03Q10863141,2201SCRT06853
F03Q10863295,1901SLST07870
F03Q10863333,1901SLST07871
F03Q10863396,1802SLST08661
F03Q10863741,2001SCRT10931
F03Q10864998,1802SLST04475
F03Q10865763,2201SLST02801
F03Q10866191,1903SCRT12910
F03Q10866323,2101SCRT11212
F03Q10866471,1802SCRT08508
F03Q10866656,1802SCRT08509
F03Q10866779,1901SCRT12265
F03Q10866995,1903SCRT12912
F03Q10867077,2402SCRT03667
F03Q10867449,1802SCRT08512
F03Q10868434,1802SCRT08513
F03Q10868998,1801SCRT11351
F03Q10869331,2301SCRT02816
F03Q10869990,1802SCRT08514
F03Q10871444,2401SCRT03536
F03Q10871616,1901SCRT12266
F03Q10871689,2402SCRT03672
F03Q10871799,1802SCRT08515
F03Q10871917,1903SLST08392
F03Q10872098,1802SCRT08516
F03Q10872193,1801SCRT11352
F03Q10872247,1903SCRT12914
F03Q10872480,1802SCRT08517
F03Q10873107,2201SCRT06857
F03Q10873298,1802SCRT08518
F03Q10874322,1802SLST08571
F03Q10875000,1802SLST04665
F03Q10875621,1802SCRT08520
F03Q10875769,1903SCRT12917
F03Q10875906,2001SCRT10939
F03Q10876945,2001SCRT10940
F03Q10877024,2001SCRT10942
F03Q10878109,2003SCRT09001
F03Q10878253,2002SLST08831
F03Q10878489,2003SCRT09003
F03Q10878519,2003SCRT09004
F03Q10878607,1903SLST07087
F03Q10878885,2002SLST08832
F03Q10879018,2002SCRT08660
F03Q10879348,1901SLST06485
F03Q10879432,1903SCRT10983
F03Q10879750,2102SCRT07108
F03Q10880002,1901SCRT10150
F03Q10880542,2002SLST08835
F03Q10880574,2003SCRT09009
F03Q10880653,2003SLST03429
F03Q10880783,1901SCRT10153
F03Q10880806,1902SLST06407
F03Q10881060,1902SLST06408
F03Q10881070,2003SCRT09010
F03Q10881087,2002SLST08837
F03Q10881119,2301SLST01588
F03Q10881219,2001SCRT09282
F03Q10881484,1803SCRT11489
F03Q10883301,1902SCRT11405
F03Q10883563,2003SLST03424
F03Q10883647,1902SCRT11407
F03Q10883791,2002SCRT08657
F03Q10884411,1902SCRT11409
F03Q10884678,1902SCRT11410
F03Q10885545,2102SCRT07107
F03Q10885711,2201SCRT05429
F03Q10885767,1802SLST08504
F03Q10885805,1904SCRT10779
F03Q10886033,2003SCRT09011
F03Q10886737,2201SCRT05431
F03Q10887030,2102SCRT07111
F03Q10887424,1904SCRT10782
F03Q10887510,1901SLST06489
F03Q10887558,1901SCRT10156
F03Q10887757,2003SCRT09012
F03Q10887950,1903SCRT10986
F03Q10888012,2103SCRT02931
F03Q10888468,2003SLST03433
F03Q10888634,2201SLST02188
F03Q10888942,2101SLST05452
F03Q10889417,2003SCRT09016
F03Q10889670,1904SCRT10791
F03Q10889690,2101SLST05453
F03Q10889848,2101SLST05454
F03Q10889874,2102SCRT07113
F03Q10890132,1903SCRT10987
F03Q10890752,1904SCRT10794
F03Q10890898,1904SCRT10795
F03Q10890946,2003SCRT10705
F03Q10892531,2101SCRT10806
F03Q10895398,2102SLST04349
F03Q10897141,1903SCRT12144
F03Q10903259,2001SLST06822
F03Q10903499,2001SCRT10963
F03Q10905022,1901SLST07974
F03Q10905074,1903SLST08565
F03Q10905330,2101SLST06887
F03Q10905687,1901SCRT12363
F03Q10907020,1802SCRT08683
F03Q10907215,1801SCRT11526
F03Q10907545,2003SCRT09005
F03Q10908577,2002SLST08843
F03Q10909228,2002SLST08846
F03Q10909338,1704SCRT09494
F03Q10909711,1802SCRT08525
F03Q10914047,2501SCRT04570
F03Q10914845,1801SCRT11521
F03Q10915462,1801SCRT11522
F03Q10915654,1802SCRT08676
F03Q10917613,1903SLST08566
F03Q10917785,1802SCRT08678
F03Q10917853,1802SLST04781
F03Q10918749,1903SCRT13163
F03Q10919673,1902SLST06406
F03Q10920738,1803SCRT10435
F03Q10920889,1901SCRT10163
F03Q10922897,1904SCRT10797
F03Q10925077,2003SLST03439
F03Q10925799,1902SLST07477
F03Q10925846,1703SCRT09126
F03Q10926535,2001SCRT03638
F03Q10927213,2003SCRT09028
F03Q10929110,1901SLST07985
F03Q10932246,2003SCRT09027
F03Q10932351,2102SCRT07116
F03Q10932365,2002SCRT08672
F03Q10932369,2003SLST03437
F03Q10932457,1902SLST06417
F03Q10932573,1902SCRT11414
F03Q10932628,2301SLST01589
F03Q10932689,2102SCRT07117
F03Q10932758,1902SLST06418
F03Q10932799,2003SCRT09030
F03Q10933120,2003SCRT09031
F03Q10933307,1902SLST06421
F03Q10934692,2003SCRT09029
F03Q10935671,1902SLST06419
F03Q10935693,1902SCRT11415
F03Q10935697,2201SLST02192
F03Q10937901,2002SCRT10074
F03Q10939147,1901SCRT12271
F03Q10947924,1802SLST07413
F03Q10948148,2101SCRT10714
F03Q10948214,2001SLST06570
F03Q10949052,1801SCRT11530
F03Q10949188,1802SCRT06680
F03Q10949204,2401SCRT02281
F03Q10949460,2001SCRT10631
F03Q10949578,1903SLST08183
F03Q10949859,1903SLST08577
F03Q10950296,1903SLST08085
F03Q10951143,2202SCRT02660
F03Q10951266,2001SCRT09289
F03Q10951543,1903SCRT12596
F03Q10951998,1903SCRT12406
F03Q10952788,2201SLST02697
F03Q10952796,1802SCRT08160
F03Q10953288,2201SCRT06587
F03Q10953363,2101SCRT11259
F03Q10953521,1801SCRT11384
F03Q10953613,1801SCRT11477
F03Q10953616,2101SLST06838
F03Q10954152,1903SCRT12010
F03Q10955113,1903SLST08109
F03Q10955178,2201SLST02715
F03Q10955202,1802SCRT08185
F03Q10955585,2003SCRT09038
F03Q10955871,2003SLST03445
F03Q10955877,2002SLST08852
F03Q10955949,2002SLST08854
F03Q10956073,2101SLST05461
F03Q10956381,1901SLST06510
F03Q10956607,2201SLST02708
F03Q10957149,2401SCRT03603
F03Q10957182,1802SLST08031
F03Q10957193,1802SCRT08702
F03Q10957696,1802SCRT08706
F03Q10957755,1802SLST04502
F03Q10957920,2001SLST06981
F03Q10958604,1903SLST00003
F03Q10959020,2201SCRT05442
F03Q10959113,2002SCRT08683
F03Q10959217,2002SLST08860
F03Q10959222,2002SCRT08684
F03Q10959242,1802SLST07437
F03Q10961463,1903SCRT00294
F03Q10962804,2001SLST00109
F03Q10963710,2101SCRT00383
F03Q10964135,2201SCRT00196
F03Q10964481,1903SCRT00313
F03Q10965232,1802SLST00013
F03Q10965780,1902SCRT11422
F03Q10966482,1802SLST04720
F03Q10966487,1901SCRT12316
F03Q10966513,1801SCRT11480
F03Q10967297,1801SCRT00477
F03Q10967395,2003SCRT09045
F03Q10967677,1904SCRT10837
F03Q10967695,1901SCRT10215
F03Q10967791,1904SCRT10839
F03Q10970757,2003SCRT09056
F03Q10970938,1802SCRT08171
F03Q10971122,2101SLST00247
F03Q10971152,1802SLST00939
F03Q10971196,1903SLST00232
F03Q10971837,1902SCRT11437
F03Q10971866,2201SCRT05446
F03Q10972077,2002SCRT08689
F03Q10972327,1802SCRT08141
F03Q10975146,1801SCRT00554
F03Q10979368,2101SCRT11492
F03Q10979451,2301SCRT02878
F03Q10979635,1903SCRT13204
F03Q10979701,1902SCRT13128
F03Q10979770,1904SCRT12346
F03Q10980438,2101SCRT01504
F03Q10980649,2201SCRT06612
F03Q10980718,2402SLST01830
F03Q10981200,1801SCRT01865
F03Q10981214,1802SCRT01456
F03Q10981824,1801SCRT01923
F03Q10982901,2102SLST04366
F03Q10983058,1901SLST07938
F03Q10983998,1904SCRT10887
F03Q10984287,1901SLST06551
F03Q10985363,2003SCRT09132
F03Q10985420,2002SLST08887
F03Q10987737,2101SCRT11240
F03Q10987762,1704SCRT02924
F03Q10987852,1904SCRT10893
F03Q10988537,2202SCRT01114
F03Q10988539,2003SCRT04521
F03Q10988599,2202SLST01130
F03Q10988637,1802SCRT00415
F03Q10988734,2201SCRT00263
F03Q10988736,1903SLST00388
F03Q10989068,1801SCRT09549
F03Q10989091,1901SCRT08559
F03Q10989128,2301SLST01314
F03Q10989367,1802SCRT08633
F03Q10989923,2501SCRT02054
F03Q10990625,2002SCRT08729
F03Q10991766,1803SCRT11041
F03Q10992048,1802SCRT00782
F03Q10992183,1801SCRT11024
F03Q10992186,1801SCRT11025
F03Q10992330,2501SCRT03015
F03Q10992613,2501SCRT03702
F03Q10993247,1703SCRT08789
F03Q10993337,1802SLST07709
F03Q10993411,2001SCRT11099
F03Q10993586,1901SCRT00441
F03Q10994050,2101SLST00693
F03Q10994059,1903SLST02191
F03Q10994124,2003SCRT09289
F03Q10995442,2101SCRT10856
F03Q10995971,2002SCRT08778
F03Q10996876,1801SLST02598
F03Q10998058,1904SCRT11103
F03Q10998689,1902SCRT11540
F03Q10998828,2301SCRT02805
F03Q10999095,1803SCRT10567
F03Q10999841,2003SCRT09517
F03Q11000020,1802SLST05841
F03Q11000088,2001SCRT00389
F03Q11000302,1802SCRT00571
F03Q11000746,2101SCRT00745
F03Q11000795,1903SLST00431
F03Q11000868,2003SLST03583
F03Q11001424,1801SCRT11303
F03Q11001725,2501SCRT01369
F03Q11001810,2501SCRT04242
F03Q11002024,2102SLST01317
F03Q11002177,1804SCRT08977
F03Q11002550,1801SCRT06474
F03Q11002698,1904SCRT11238
F03Q11003127,1903SLST02675
F03Q11003175,1801SCRT06497
F03Q11003351,2202SCRT02709
F03Q11003450,1903SLST02670
F03Q11003847,1702SCRT10871
F03Q11003877,2002SLST09146
F03Q11004088,1801SCRT04518
F03Q11004176,1804SCRT09449
F03Q11004272,2001SCRT09388
F03Q11004665,2201SCRT06259
F03Q11004741,1903SLST04655
F03Q11004982,1901SCRT12168
F03Q11005163,2202SCRT01125
F03Q11005964,1801SCRT00935
F03Q11008147,2003SLST00436
F03Q11014043,1901SCRT06539
F03Q11014747,2001SCRT06895
F03Q11014762,1903SCRT08229
F03Q11015160,1903SCRT08230
F03Q11016197,1803SCRT08739
F03Q11016241,2202SCRT02147
F03Q11016726,1804SCRT07788
F03Q11016775,1704SCRT08462
F03Q11016788,1803SCRT08945
F03Q11016789,1703SCRT08154
F03Q11017147,2201SCRT03931
F03Q11017300,2301SCRT01456
F03Q11017409,2101SCRT06018
F03Q11017606,2101SLST03759
F03Q11017625,1901SLST04920
F03Q11017769,2501SCRT02946
F03Q11017776,1703SCRT08358
F03Q11018274,2301SCRT01493
F03Q11018282,1803SCRT09215
F03Q11018525,1903SCRT08862
F03Q11018557,2003SLST02459
F03Q11018679,2003SLST02460
F03Q11019107,1802SLST04067
F03Q11019523,1802SCRT06216
F03Q11019998,2201SCRT04610
F03Q20005250,2002SLST10404
F03Q20005344,2003SCRT11939
F03Q20005358,2103SCRT03777
F03Q20006725,1903SLST08259
F03Q20006729,2102SCRT08807
F03Q20006765,2001SCRT10794
F03Q20006807,1902SCRT12971
F03Q20007358,2001SCRT10795
F03Q20009572,1704SCRT10217
F03Q20012223,2103SCRT03778
F03Q20013254,1802SCRT08330
F03Q20014504,2003SLST04617
F03Q20016424,1903SLST08266
F03Q20018534,2003SCRT11956
F03Q20022414,2002SLST10412
F03Q20025469,2401SLST01858
F03Q20025839,1802SCRT08346
F03Q20029105,2102SCRT08816
F03Q20029550,1802SCRT08223
F03Q20029984,2201SCRT07047
F03Q20031945,2201SCRT06653
F03Q20033533,1902SLST07383
F03Q20033676,1902SCRT12935
F03Q20033690,2003SLST04591
F03Q20035185,2003SCRT11867
F03Q20036331,1901SLST06473
F03Q20036536,1904SCRT10746
F03Q20037695,2003SLST03411
F03Q20041098,2102SCRT08754
F03Q20041259,2003SLST04590
F03Q20042040,2201SCRT07048
F03Q20042533,1803SCRT11462
F03Q20043630,1901SLST07738
F03Q20046101,1902SCRT12929
F03Q20046289,1903SLST08168
F03Q20047451,1902SCRT10927
F03Q20048685,2001SCRT10490
F03Q20049190,1902SCRT12927
F03Q20049473,2002SCRT10030
F03Q20051962,2101SLST06554
F03Q20052168,1704SCRT10200
F03Q20052433,2001SCRT04846
F03Q20052554,2003SCRT10884
F03Q20052696,2103SCRT03515
F03Q20053003,1803SCRT11514
F03Q20053976,2001SCRT10683
F03Q20055124,1904SCRT12337
F03Q20055214,2001SCRT10708
F03Q20055915,2101SLST06558
F03Q20055935,1803SCRT11654
F03Q20056111,2003SCRT11892
F03Q20057070,2003SCRT12330
F03Q20057184,2001SCRT01687
F03Q20057421,1904SCRT10751
F03Q20057873,2101SCRT08982
F03Q20058244,1904SCRT10752
F03Q20059034,1904SCRT10755
F03Q20059058,1901SLST06477
F03Q20059305,1903SLST07084
F03Q20059363,2002SLST08824
F03Q20059697,1904SCRT10758
F03Q20059828,1901SCRT10132
F03Q20059923,1901SCRT10133
F03Q20059993,1901SCRT10134
F03Q20060335,2002SCRT08653
F03Q20060336,2003SCRT08991
F03Q20060582,1902SCRT11403
F03Q20060624,1904SCRT10759
F03Q20060761,2102SCRT07102
F03Q20061273,1904SCRT10760
F03Q20061410,2002SLST08825
F03Q20061760,1902SLST06404
F03Q20061931,2002SCRT08654
F03Q20062553,1901SLST06479
F03Q20062558,2003SCRT08993
F03Q20062594,1901SLST06480
F03Q20063791,1904SCRT10761
F03Q20064708,2201SCRT05427
F03Q20064739,2003SCRT08994
F03Q20065211,1901SLST06482
F03Q20066852,2101SCRT10827
F03Q20067060,1902SLST07386
F03Q20067879,2201SLST02739
F03Q20067959,2102SCRT08770
F03Q20068195,2003SCRT11897
F03Q20069208,1904SCRT10754
F03Q20069495,1901SCRT10129
F03Q20069546,2201SCRT05425
F03Q20069875,1904SCRT10757
F03Q20069970,1901SCRT10131
F03Q20073085,1801SCRT11061
F03Q20074098,1704SCRT09489
F03Q20074197,2402SLST01321
F03Q20074758,1904SCRT10764
F03Q20074889,2201SLST02186
F03Q20075120,1901SLST06483
F03Q20075966,1902SCRT12558
F03Q20077837,2003SLST04594
F03Q20078139,1902SLST07390
F03Q20078378,1902SCRT12945
F03Q20079408,2002SCRT08178
F03Q20079492,1904SCRT10750
F03Q20080124,2103SCRT02925
F03Q20080932,2002SCRT09695
F03Q20081292,2001SLST06307
F03Q20081891,1901SLST07520
F03Q20082699,2002SCRT09975
F03Q20083627,1804SCRT09744
F03Q20084663,1803SCRT00163
F03Q20085080,2003SLST03417
F03Q20085337,1903SCRT10980
F03Q20085354,2003SLST03418
F03Q20085454,2003SCRT08996
F03Q20086084,2102SLST04347
F03Q20086340,2102SLST04348
F03Q20088247,2003SCRT11858
F03Q20089221,1803SCRT11680
F03Q20089292,2102SLST05169
F03Q20089506,1901SLST07866
F03Q20089564,1802SCRT08495
F03Q20089703,2101SCRT11192
F03Q20089906,1903SLST08383
F03Q20090000,1903SCRT12893
F03Q20092453,2103SCRT03542
F03Q20092718,1802SCRT07907
F03Q20092837,1801SCRT10624
F03Q20093425,1903SCRT12260
F03Q20094752,1704SCRT10198
F03Q20095023,2002SCRT10040
F03Q20096801,1904SCRT12576
F03Q20098143,2003SCRT08998
F03Q20098170,2101SLST05445
F03Q20098389,2003SCRT08999
F03Q20098428,2002SLST08829
F03Q20098664,1704SCRT09490
F03Q20098933,2402SCRT02592
F03Q20099063,2101SCRT08986
F03Q20099805,1902SLST07205
F03Q20100028,1804SCRT09609
F03Q20100213,1904SCRT12106
F03Q20100299,1904SCRT12107
F03Q20100592,2001SCRT10281
F03Q20101802,1801SCRT10939
F03Q20102133,1903SCRT12484
F03Q20102247,1802SCRT08203
F03Q20102364,1801SCRT11010
F03Q20103133,1801SCRT11052
F03Q20103243,2101SCRT10848
F03Q20103396,1801SCRT11059
F03Q20103994,2001SCRT11018
F03Q20104119,1802SLST08683
F03Q20105784,2101SCRT08099
F03Q20106362,1901SCRT10139
F03Q20107451,1901SCRT10140
F03Q20107820,1903SCRT10981
F03Q20108137,1904SCRT10767
F03Q20108279,1903SLST07085
F03Q20108318,2101SCRT08987
F03Q20108359,1904SCRT10769
F03Q20108417,1901SLST06484
F03Q20108687,1901SCRT10141
F03Q20108697,1901SCRT10142
F03Q20109783,2003SCRT09002
F03Q20109802,2002SLST08830
F03Q20109829,1902SCRT11408
F03Q20110338,2202SLST01121
F03Q20110930,2201SCRT06238
F03Q20111010,1701SCRT04396
F03Q20111283,1704SCRT10043
F03Q20111397,1802SCRT07908
F03Q20111450,1802SCRT07912
F03Q20111728,2101SCRT10307
F03Q20111786,1903SLST07827
F03Q20111848,2101SCRT10309
F03Q20112137,1901SCRT11943
F03Q20112178,1901SLST07535
F03Q20112450,1802SLST06987
F03Q20112574,1802SCRT07917
F03Q20112838,2201SLST02595
F03Q20112932,2101SCRT10311
F03Q20113755,2201SCRT06481
F03Q20113793,2501SCRT04378
F03Q20113955,2501SCRT04411
F03Q20113967,2501SCRT04412
F03Q20114473,2401SCRT03373
F03Q20114853,1802SLST07206
F03Q20115186,1802SCRT08199
F03Q20115368,2201SCRT06625
F03Q20115408,1802SCRT08204
F03Q20116388,2301SLST02017
F03Q20116590,2501SCRT04479
F03Q20116991,1903SLST08191
F03Q20117440,2101SLST06731
F03Q20117444,2001SCRT10925
F03Q20117466,2101SCRT11193
F03Q20118241,1901SLST07885
F03Q20118490,2101SLST06777
F03Q20118762,1802SLST06056
F03Q20120370,2102SCRT06307
F03Q20121263,1903SCRT10982
F03Q20121648,1902SCRT11411
F03Q20121665,1901SCRT10143
F03Q20122245,2002SCRT08658
F03Q20122291,2103SCRT02926
F03Q20122787,1901SCRT10144
F03Q20123243,2501SCRT03972
F03Q20123335,2501SCRT03974
F03Q20123347,2501SCRT03975
F03Q20123828,1804SCRT09610
F03Q20123835,2103SCRT03543
F03Q20124040,1804SCRT09611
F03Q20124046,1701SLST01596
F03Q20124197,2102SLST04992
F03Q20124259,1901SLST07531
F03Q20126486,2501SCRT04478
F03Q20127297,1802SLST08200
F03Q20127453,1903SCRT12895
F03Q20127618,1802SCRT08499
F03Q20127619,1903SCRT12896
F03Q20127649,1802SLST02480
F03Q20127768,1802SLST07603
F03Q20127953,1802SLST08019
F03Q20128145,2301SLST02074
F03Q20128341,1802SCRT08500
F03Q20128383,1802SLST06726
F03Q20128573,1801SCRT11345
F03Q20128839,2101SCRT11194
F03Q20128993,2201SCRT06844
F03Q20129032,1802SCRT08502
F03Q20129388,2101SCRT11196
F03Q20130112,2201SLST02797
F03Q20130547,1903SCRT12898
F03Q20130746,1903SCRT12899
F03Q20130963,2101SCRT11198
F03Q20131877,1802SLST07286
F03Q20131903,2101SLST06733
F03Q20131979,2101SCRT11199
F03Q20132214,1802SCRT08504
F03Q20132468,1802SLST07472
